OrganizationIdentifier	OrganizationFormalName	ActivityIdentifier	MonitoringLocationIdentifier	ResultIdentifier	CharacteristicName	DetectionQuantitationLimitTypeName	DetectionQuantitationLimitMeasure/MeasureValue	DetectionQuantitationLimitMeasure/MeasureUnitCode	ProviderName
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP200930:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906898460	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM160908:SR:WB:	HUIWAIOLA_WQX-OPM	STORET-906862200	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP161201:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906863446	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON190315:SR:WB:	HUIWAIOLA_WQX-RON	STORET-906879352	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA200128:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906894536	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV210408:SR:WB:	HUIWAIOLA_WQX-RKV	STORET-906901856	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKP191017:SR:WB:	HUIWAIOLA_WQX-NKP	STORET-906884086	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PPU180314:SR:WB:	HUIWAIOLA_WQX-PPU	STORET-906870725	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF211013:SR:WB:	HUIWAIOLA_WQX-PFF	STORET-929335040	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MBS171220:SR:WB:	HUIWAIOLA_WQX-MBS	STORET-906868536	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NSB190321:SR:WB:	HUIWAIOLA_WQX-NSB	STORET-906879544	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKP190905:SR:WB:	HUIWAIOLA_WQX-NKP	STORET-906883139	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS200128:SR:WB:	HUIWAIOLA_WQX-RKS	STORET-906894512	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM170105:SR:WB:	HUIWAIOLA_WQX-OPM	STORET-906863793	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA180313:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906870677	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA200107:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906894044	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA210316:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906901388	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP180315:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906870821	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON211014:SR:WB:	HUIWAIOLA_WQX-RON	STORET-929335112	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO160714:SR:WB:	HUIWAIOLA_WQX-OCO	STORET-906861434	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA191008:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906883739	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MMB180307:SR:WB:	HUIWAIOLA_WQX-MMB	STORET-906870413	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS210316:SR:WB:	HUIWAIOLA_WQX-RKS	STORET-906901352	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MBS180404:SR:WB:	HUIWAIOLA_WQX-MBS	STORET-906871385	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB160811:SR:WB:	HUIWAIOLA_WQX-OPB	STORET-906861853	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP170104:SR:WB:	HUIWAIOLA_WQX-OLP	STORET-906863770	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP201216:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906900026	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP191010:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906883847	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP201202:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906899630	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-KKS191105:SR:WB:	HUIWAIOLA_WQX-KKS	STORET-906884392	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB161213:SR:WB:	HUIWAIOLA_WQX-RAB	STORET-906863482	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKP201105:SR:WB:	HUIWAIOLA_WQX-NKP	STORET-906899084	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB180315:SR:WB:	HUIWAIOLA_WQX-OUB	STORET-906870797	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKT201110:SR:WB:	HUIWAIOLA_WQX-RKT	STORET-906899144	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKP201210:SR:WB:	HUIWAIOLA_WQX-NKP	STORET-906899870	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PPU161019:SR:WB:	HUIWAIOLA_WQX-PPU	STORET-906862738	Nitrate + Nitrite	Method Detection Level	0.1	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RFS200131:SR:WB:	HUIWAIOLA_WQX-RFS	STORET-906894644	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MMB191120:SR:WB:	HUIWAIOLA_WQX-MMB	STORET-906884788	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON210114:SR:WB:	HUIWAIOLA_WQX-RON	STORET-906900434	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OCO160825:SR:WB:	HUIWAIOLA_WQX-OCO	STORET-906862020	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PLH200108:SR:WB:	HUIWAIOLA_WQX-PLH	STORET-906894068	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160614:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906861002	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160712:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906861350	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP161117:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906863242	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA161129:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906863302	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MMB190522:SR:WB:	HUIWAIOLA_WQX-MMB	STORET-906880876	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP160810:SR:WB:	HUIWAIOLA_WQX-OLP	STORET-906861781	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA170103:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906863710	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB190516:SR:WB:	HUIWAIOLA_WQX-OUB	STORET-906880708	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV210225:SR:WB:	HUIWAIOLA_WQX-RKV	STORET-906901166	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB170105:SR:WB:	HUIWAIOLA_WQX-OUB	STORET-906863826	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS210406:SR:WB:	HUIWAIOLA_WQX-RKS	STORET-906901700	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP160811:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906861865	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OLP161116:SR:WB:	HUIWAIOLA_WQX-OLP	STORET-906863159	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP160825:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906862068	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKT200929:SR:WB:	HUIWAIOLA_WQX-RKT	STORET-906898364	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKS201110:SR:WB:	HUIWAIOLA_WQX-RKS	STORET-906899132	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161201:SR:WB:	HUIWAIOLA_WQX-OPM	STORET-906863386	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF200129:SR:WB:	HUIWAIOLA_WQX-PFF	STORET-906894548	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA160823:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906861925	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP190516:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906880732	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP180517:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906872933	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV211202:SR:WB:	HUIWAIOLA_WQX-RKV	STORET-929335844	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB200109:SR:WB:	HUIWAIOLA_WQX-OUB	STORET-906894128	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MMB201209:SR:WB:	HUIWAIOLA_WQX-MMB	STORET-906899798	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON190517:SR:WB:	HUIWAIOLA_WQX-RON	STORET-906880756	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA200618:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906896451	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV201203:SR:WB:	HUIWAIOLA_WQX-RKV	STORET-906899690	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA210427:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906902084	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB160906:SR:WB:	HUIWAIOLA_WQX-RAB	STORET-906862104	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP210901:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-915777810	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP180405:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906871517	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OMM161117:SR:WB:	HUIWAIOLA_WQX-OMM	STORET-906863206	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV200131:SR:WB:	HUIWAIOLA_WQX-RKV	STORET-906894668	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON201217:SR:WB:	HUIWAIOLA_WQX-RON	STORET-906900050	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKC190523:SR:WB:	HUIWAIOLA_WQX-NKC	STORET-906880948	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RFN180316:SR:WB:	HUIWAIOLA_WQX-RFN	STORET-906870845	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON201112:SR:WB:	HUIWAIOLA_WQX-RON	STORET-906899264	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NSB190905:SR:WB:	HUIWAIOLA_WQX-NSB	STORET-906883151	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-NKC190905:SR:WB:	HUIWAIOLA_WQX-NKC	STORET-906883163	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RON210225:SR:WB:	HUIWAIOLA_WQX-RON	STORET-906901130	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PFF160810:SR:WB:	HUIWAIOLA_WQX-PFF	STORET-906861745	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPP210609:SR:WB:	HUIWAIOLA_WQX-OPP	STORET-906902837	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-WPO180323:SR:WB:	HUIWAIOLA_WQX-WPO	STORET-906871169	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-WPO190726:SR:WB:	HUIWAIOLA_WQX-WPO	STORET-906882320	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MMB180418:SR:WB:	HUIWAIOLA_WQX-MMB	STORET-906871817	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB160825:SR:WB:	HUIWAIOLA_WQX-OUB	STORET-906862044	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM161117:SR:WB:	HUIWAIOLA_WQX-OPM	STORET-906863182	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OUB161117:SR:WB:	HUIWAIOLA_WQX-OUB	STORET-906863218	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RAB161115:SR:WB:	HUIWAIOLA_WQX-RAB	STORET-906863075	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RKV200110:SR:WB:	HUIWAIOLA_WQX-RKV	STORET-906894212	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-WKD200117:SR:WB:	HUIWAIOLA_WQX-WKD	STORET-906894428	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPB161117:SR:WB:	HUIWAIOLA_WQX-OPB	STORET-906863230	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-PPU161116:SR:WB:	HUIWAIOLA_WQX-PPU	STORET-906863147	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-MBS180418:SR:WB:	HUIWAIOLA_WQX-MBS	STORET-906871841	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-WWA180309:SR:WB:	HUIWAIOLA_WQX-WWA	STORET-906870581	Ammonium	Method Detection Level	0.28	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-RWA161115:SR:WB:	HUIWAIOLA_WQX-RWA	STORET-906863099	Ammonium	Method Detection Level	1.5	ug/l	STORET
HUIWAIOLA_WQX	The Nature Conservancy - Honolulu(Volunteer)*	HUIWAIOLA_WQX-OPM180719:SR:WB:	HUIWAIOLA_WQX-OPM	STORET-906874504	Ammonium	Method Detection Level	0.28	ug/l	STORET
