OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-HI,USGS Hawaii Water Science Center,USGS-16415600,"Kawela Gulch near Moku, Molokai, HI",Stream,,20050000,5.28,sq mi,,,21.0699722,-156.9483333,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,40,feet,25,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16415700,"Kamalo Gulch near Kamalo, Molokai, HI",Stream,,20050000,3.91,sq mi,,,21.0487778,-156.8820556,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,20,feet,.10,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16416000,"PUNAULA GULCH NR PUKOO, MOLOKAI, HI",Stream,,20050000,0.28,sq mi,,,21.0943096,-156.810522,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1200,feet,100,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16417000,"Ahaino Gulch near Pukoo, Molokai, HI",Stream,,20050000,0.68,sq mi,,,21.0813056,-156.7853889,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,37,feet,10,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16418000,"Honoulimaloo Stream near Waialua, Molokai, HI",Stream,,20050000,1.13,sq mi,,,21.1143056,-156.7410833,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,10,feet,.10,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16419000,"Pohakupili Gulch near Halawa, Molokai, HI",Stream,,20050000,0.48,sq mi,,,21.1298533,-156.7346867,24000,1,seconds,Interpolated from MAP.,NAD83,310.00,feet,25,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16419500,"Papio Gulch at Halawa, Molokai, HI",Stream,,20050000,0.99,sq mi,,,21.145407,-156.7349625,24000,1,seconds,Interpolated from MAP.,NAD83,640.00,feet,25,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16500100,"Kepuni Gulch near Kahikinui House, Maui, HI",Stream,,20020000,1.93,sq mi,,,20.6195,-156.2518889,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,750,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16500300,"Hawelewele Gulch near Kaupo, Maui, HI",Stream,,20020000,17.18,sq mi,,,20.6301111,-156.182861,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,70,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16500800,"Kukuiula Gulch near Kipahulu, Maui, HI",Stream,,20020000,0.71,sq mi,,,20.6516111,-156.0758889,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,110,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16501000,"PALIKEA STREAM BL DIV DAM NR KIPAHULU, MAUI, HI",Stream,,20020000,6.84,sq mi,,,20.6809758,-156.0666444,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1546,feet,1,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16501200,"Oheo Gulch at dam near Kipahulu, Maui, HI",Stream,,20020000,8.53,sq mi,,,20.6683611,-156.0522222,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,420,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16502000,"HAHALAWE GULCH NEAR KIPAHULU, MAUI, HI",Stream,,20020000,0.44,sq mi,,,20.6787541,-156.0444235,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,885,feet,1,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16502400,"Pukuilua Gulch near Hana, Maui, HI",Stream,,20020000,0.47,sq mi,,,20.6968073,-156.0010932,24000,1,seconds,Interpolated from MAP.,NAD83,60.00,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16502800,"Moomoonui Gulch at Hana, Maui, HI",Stream,,20020000,0.88,sq mi,,,20.7402222,-155.9855556,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,70,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16502900,"Kawaipapa Gulch at Hana, Maui, HI",Stream,,20020000,6.18,sq mi,,,20.7657222,-155.99825,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,160,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16503000,"KAELEKU FLUME NR KAELEKU, MAUI, HI",Stream: Ditch,,20020000,,,,,20.763466,-156.0549779,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,2520,feet,10,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16504000,"HANA FLUME NR HANA, MAUI, HI",Stream: Ditch,,20020000,,,,,20.7495783,-156.028313,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,2000,feet,100,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16504500,"Honomaele Gulch near Hana, Maui, HI",Stream,,20020000,1.46,sq mi,,,20.7897778,-156.041861,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,480,feet,30,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16506000,"MAKAPIPI DITCH NEAR NAHIKU, MAUI, HI",Stream: Ditch,,20020000,,,,,20.8017958,-156.1038633,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1300,feet,100,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16506500,"WEST MAKAPIPI SPRING NR NAHIKU, MAUI, HI",Spring,,20020000,,,,,20.8023513,-156.1027523,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1150,feet,10,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16507000,"MAKAPIPI STREAM NEAR NAHIKU, MAUI, HI",Stream,,20020000,1.93,sq mi,,,20.8067951,-156.0963636,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,920,feet,10,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16508000,"Hanawi Stream near Nahiku, Maui, HI",Stream,,20020000,3.29,sq mi,,,20.8068611,-156.1142222,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1318,feet,1,feet,Level or other surveyed method.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16509000,"HANAWI STREAM BL GOVT RD NR NAHIKU, MAUI, HI",Stream,,20020000,5.03,sq mi,,,20.8176271,-156.103585,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,500,feet,10,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16510000,"Kapaula Gulch near Nahiku, Maui, HI",Stream,,20020000,1.35,sq mi,,,20.8094444,-156.1152778,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1350,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16511000,"KAPAULA GULCH BL GOVT RD NR NAHIKU, MAUI, HI",Stream,,20020000,0.62,sq mi,,,20.8198491,-156.1121957,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,540,feet,10,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16512000,"KOOLAU DITCH AT NAHIKU WEIR NR NAHIKU, MAUI, HI",Stream: Ditch,,20020000,,,,,20.8123501,-156.1180289,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1289.14,feet,.01,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16513000,"Waiaka Stream near Nahiku, Maui, HI",Stream,,20020000,0.08,sq mi,,,20.8188889,-156.1147222,24000,1,seconds,Interpolated from Digital MAP.,NAD83,650,feet,10,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16514000,"PAAKEA GULCH NEAR NAHIKU, MAUI, HI",Stream,,20020000,0.88,sq mi,,,20.8190159,-156.1166399,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,650,feet,10,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16515000,"Waiohue Gulch near Nahiku, Maui, HI",Stream,,20020000,0.74,sq mi,,,20.815,-156.1263889,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1320,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16516000,"Kopiliula Stream near Keanae, Maui, HI",Stream,,20020000,3.56,sq mi,,,20.8147222,-156.1338889,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1290,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16517000,"East Wailuaiki Stream near Keanae, Maui, HI",Stream,,20020000,3.14,sq mi,,,20.8141667,-156.1377778,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1340,feet,20,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16518000,"West Wailuaiki Stream near Keanae, Maui, HI",Stream,,20020000,3.59,sq mi,,,20.8143611,-156.1429722,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1550,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16519000,"WEST WAILUANUI STREAM NEAR KEANAE, MAUI, HI",Stream,,20020000,5.06,sq mi,,,20.8245716,-156.1452493,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,1245,feet,10,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16520000,"East Wailuanui Stream near Keanae, Maui, HI",Stream,,20020000,0.53,sq mi,,,20.82,-156.1408333,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1310,feet,40,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16521000,"Wailuanui Stream near Keanae, Maui, HI",Stream,,20020000,5.89,sq mi,,,20.8323889,-156.1384444,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,620,feet,40,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16521300,"Waiokamilo Stream at Dam 3 near Keanae, Maui, HI",Stream,,20020000,2.11,sq mi,,,20.8411944,-156.1428889,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,420,feet,20,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16521500,"Palauhulu Str at Hana Hwy, nr Keanae, Maui, HI",Stream,,20020000,2.75,sq mi,,,20.8563333,-156.1464722,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,120,feet,40,feet,Interpolated from topographic map.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16522000,"TARO PATCH FEEDER DITCH AT KEANAE, MAUI, HI",Stream: Ditch,,20020000,,,,,20.8579006,-156.1471927,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,51,feet,1,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16523000,"Koolau Ditch near Keanae, Maui, HI",Stream: Ditch,,20020000,,,,,20.8282222,-156.1725278,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1235,feet,0.1,feet,Interpolated from Digital Elevation Model,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16524000,"HONOMANU STR AT HAIKU-UKA BDRY NR KAILIILI,MAUI",Stream,,20020000,2.54,sq mi,,,20.8181845,-156.20108,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,2900,feet,100,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
USGS-HI,USGS Hawaii Water Science Center,USGS-16525000,SEVENTH BR HONOMANU STR AT HAIKU-UKA NR KAILIILI,Stream,,20020000,0.3,sq mi,,,20.816518,-156.195247,24000,Unknown,Unknown,Interpolated from MAP.,NAD83,2900,feet,100,feet,Unknown.,LMSL,US,15,009,,,,,,,,,NWIS
