Organization ID,Monitoring Location ID,Monitoring Location Name,Activity ID,Activity Start Date,Activity Type,Media,Media Subdivision,Result UID,Characteristic,Fraction,Statistic,Value,Unit,Value Type,Detection Condition,Biological Intent,Taxon Name,Status,Last Changed
HUIWAIOLA_WQX,OLP,Launiupoko,OLP170329-N-1TN,03-29-2017,Sample-Routine,Water,,618108901,Nitrogen,Dissolved,,77.7782157661093,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,OSF,Olowalu shore front,OSF170329N-1TN,03-29-2017,Sample-Routine,Water,,618108902,Nitrogen,Dissolved,,77.9537647816278,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,OPM,Peter Martin Hale,OPM170330-N-1TN,03-30-2017,Sample-Routine,Water,,618108903,Nitrogen,Dissolved,,72.3596028204374,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,OCO,Camp Olowalu,OCO170330-N-1TN,03-30-2017,Sample-Routine,Water,,618108904,Nitrogen,Dissolved,,62.0490239756492,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,OMM,Mile Marker 14,OMM170330-N-1TN,03-30-2017,Sample-Routine,Water,,618108905,Nitrogen,Dissolved,,64.8929180270493,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1TN,03-30-2017,Sample-Routine,Water,,618108906,Nitrogen,Dissolved,,69.2172754426557,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,OPB,Papalaua,OPB170330-N-1TN,03-30-2017,Sample-Routine,Water,,618108907,Nitrogen,Dissolved,,71.0605401056003,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,OPP,Papalaua Pali,OPP170330-N-1TN,03-30-2017,Sample-Routine,Water,,618108908,Nitrogen,Dissolved,,63.5704487768097,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,RNS,Napili (south end),RNS170328-N-1TP,03-28-2017,Sample-Routine,Water,,618108909,Phosphorus,Dissolved,,14.0683263913772,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,RPO,Pohaku,RPO170328-N-1TP,03-28-2017,Sample-Routine,Water,,618108910,Phosphorus,Dissolved,,21.0425430238218,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,RKS,Kaanapali Shores,RKS170328-N-1TP,03-28-2017,Sample-Routine,Water,,618108911,Phosphorus,Dissolved,,12.2225648852994,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB170328-N-1TP,03-28-2017,Sample-Routine,Water,,618108912,Phosphorus,Dissolved,,14.490850109636,ug/l,Actual,,,,Final,05-23-2017 2:21:49 AM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB170328-N-1TP,03-28-2017,Sample-Routine,Water,,618108913,Phosphorus,Dissolved,,16.306395294852,ug/l,Actual,,,,Final,05-23-2017 2:21:50 AM
HUIWAIOLA_WQX,RWA,Wahikuli,RWA170328-N-1TP,03-28-2017,Sample-Routine,Water,,618108914,Phosphorus,Dissolved,,19.4721823670026,ug/l,Actual,,,,Final,05-23-2017 2:21:50 AM
HUIWAIOLA_WQX,PFF,505 Front Street,PFF170329-N-1TP,03-29-2017,Sample-Routine,Water,,618108915,Phosphorus,Dissolved,,21.6366898359774,ug/l,Actual,,,,Final,05-23-2017 2:21:50 AM
HUIWAIOLA_WQX,PLH,Lindsey Hale,PLH170329-N-1TP,03-29-2017,Sample-Routine,Water,,618108916,Phosphorus,Dissolved,,13.3122313165983,ug/l,Actual,,,,Final,05-23-2017 2:21:50 AM
HUIWAIOLA_WQX,PLT,Lahaina Town,PLT170329-N-1TP,03-29-2017,Sample-Routine,Water,,618108917,Phosphorus,Dissolved,,20.9176582452563,ug/l,Actual,,,,Final,05-23-2017 2:21:50 AM
HUIWAIOLA_WQX,PPU,Puamana,PPU170329-N-1TP,03-29-2017,Sample-Routine,Water,,618108918,Phosphorus,Dissolved,,13.0898504122516,ug/l,Actual,,,,Final,05-23-2017 2:21:50 AM
HUIWAIOLA_WQX,OLP,Launiupoko,OLP170329-N-1TP,03-29-2017,Sample-Routine,Water,,618108919,Phosphorus,Dissolved,,9.63553369806585,ug/l,Actual,,,,Final,05-23-2017 2:21:50 AM
HUIWAIOLA_WQX,OSF,Olowalu shore front,OSF170329N-1TP,03-29-2017,Sample-Routine,Water,,618108920,Phosphorus,Dissolved,,12.430120396023,ug/l,Actual,,,,Final,05-23-2017 2:21:50 AM
HUIWAIOLA_WQX,OPM,Peter Martin Hale,OPM170330-N-1TP,03-30-2017,Sample-Routine,Water,,618108921,Phosphorus,Dissolved,,10.6807239484954,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,OCO,Camp Olowalu,OCO170330-N-1TP,03-30-2017,Sample-Routine,Water,,618108922,Phosphorus,Dissolved,,8.50139108589755,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,OMM,Mile Marker 14,OMM170330-N-1TP,03-30-2017,Sample-Routine,Water,,618108923,Phosphorus,Dissolved,,7.34501038329459,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1TP,03-30-2017,Sample-Routine,Water,,618108924,Phosphorus,Dissolved,,9.60588291081962,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,OPB,Papalaua,OPB170330-N-1TP,03-30-2017,Sample-Routine,Water,,618108925,Phosphorus,Dissolved,,7.38207386735238,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,OPP,Papalaua Pali,OPP170330-N-1TP,03-30-2017,Sample-Routine,Water,,618108926,Phosphorus,Dissolved,,9.18335919256084,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,RNS,Napili (south end),RNS170328-N-1P,03-28-2017,Sample-Routine,Water,,618108927,Phosphate-phosphorus,Dissolved,,8.80781014212461,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,RPO,Pohaku,RPO170328-N-1P,03-28-2017,Sample-Routine,Water,,618108928,Phosphate-phosphorus,Dissolved,,12.7404260412005,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,RKS,Kaanapali Shores,RKS170328-N-1P,03-28-2017,Sample-Routine,Water,,618108929,Phosphate-phosphorus,Dissolved,,7.59440556402781,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB170328-N-1P,03-28-2017,Sample-Routine,Water,,618108930,Phosphate-phosphorus,Dissolved,,8.86706344423974,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB170328-N-1P,03-28-2017,Sample-Routine,Water,,618108931,Phosphate-phosphorus,Dissolved,,9.49308746223873,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,RWA,Wahikuli,RWA170328-N-1P,03-28-2017,Sample-Routine,Water,,618108932,Phosphate-phosphorus,Dissolved,,14.1470479088032,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,PFF,505 Front Street,PFF170329-N-1P,03-29-2017,Sample-Routine,Water,,618108933,Phosphate-phosphorus,Dissolved,,14.6069050578271,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,PLH,Lindsey Hale,PLH170329-N-1P,03-29-2017,Sample-Routine,Water,,618108934,Phosphate-phosphorus,Dissolved,,8.35052922362741,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,PLT,Lahaina Town,PLT170329-N-1P,03-29-2017,Sample-Routine,Water,,618108935,Phosphate-phosphorus,Dissolved,,9.56135757119747,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,PPU,Puamana,PPU170329-N-1P,03-29-2017,Sample-Routine,Water,,618108936,Phosphate-phosphorus,Dissolved,,5.5089469526279,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,OLP,Launiupoko,OLP170329-N-1P,03-29-2017,Sample-Routine,Water,,618108937,Phosphate-phosphorus,Dissolved,,4.22340791978225,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,OSF,Olowalu shore front,OSF170329N-1P,03-29-2017,Sample-Routine,Water,,618108938,Phosphate-phosphorus,Dissolved,,6.28181611065134,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,OPM,Peter Martin Hale,OPM170330-N-1P,03-30-2017,Sample-Routine,Water,,618108939,Phosphate-phosphorus,Dissolved,,5.40460961629474,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,OCO,Camp Olowalu,OCO170330-N-1P,03-30-2017,Sample-Routine,Water,,618108940,Phosphate-phosphorus,Dissolved,,4.76570444566203,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,OMM,Mile Marker 14,OMM170330-N-1P,03-30-2017,Sample-Routine,Water,,618108941,Phosphate-phosphorus,Dissolved,,5.64162282475526,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1P,03-30-2017,Sample-Routine,Water,,618108942,Phosphate-phosphorus,Dissolved,,5.76785812056575,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,OPB,Papalaua,OPB170330-N-1P,03-30-2017,Sample-Routine,Water,,618108943,Phosphate-phosphorus,Dissolved,,3.1851870175041,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,OPP,Papalaua Pali,OPP170330-N-1P,03-30-2017,Sample-Routine,Water,,618108944,Phosphate-phosphorus,Dissolved,,5.4484055352494,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,RNS,Napili (south end),RNS170328-N-1Si,03-28-2017,Sample-Routine,Water,,618108945,Silicate,Dissolved,,326.900955832393,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,RPO,Pohaku,RPO170328-N-1Si,03-28-2017,Sample-Routine,Water,,618108946,Silicate,Dissolved,,669.94843375276,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,RKS,Kaanapali Shores,RKS170328-N-1Si,03-28-2017,Sample-Routine,Water,,618108947,Silicate,Dissolved,,154.016957474844,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB170328-N-1Si,03-28-2017,Sample-Routine,Water,,618108948,Silicate,Dissolved,,303.094156811388,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB170328-N-1Si,03-28-2017,Sample-Routine,Water,,618108949,Silicate,Dissolved,,591.66799095818,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RWA,Wahikuli,RWA170328-N-1Si,03-28-2017,Sample-Routine,Water,,618108950,Silicate,Dissolved,,768.899396426246,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,PFF,505 Front Street,PFF170329-N-1Si,03-29-2017,Sample-Routine,Water,,618108951,Silicate,Dissolved,,701.31122517375,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,PLH,Lindsey Hale,PLH170329-N-1Si,03-29-2017,Sample-Routine,Water,,618108952,Silicate,Dissolved,,321.288191142931,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,PLT,Lahaina Town,PLT170329-N-1Si,03-29-2017,Sample-Routine,Water,,618108953,Silicate,Dissolved,,497.534425353105,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,PPU,Puamana,PPU170329-N-1Si,03-29-2017,Sample-Routine,Water,,618108954,Silicate,Dissolved,,150.157616859063,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OLP,Launiupoko,OLP170329-N-1Si,03-29-2017,Sample-Routine,Water,,618108955,Silicate,Dissolved,,67.9907186434376,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OSF,Olowalu shore front,OSF170329N-1Si,03-29-2017,Sample-Routine,Water,,618108956,Silicate,Dissolved,,147.202103085384,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OPM,Peter Martin Hale,OPM170330-N-1Si,03-30-2017,Sample-Routine,Water,,618108957,Silicate,Dissolved,,165.188257243243,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OCO,Camp Olowalu,OCO170330-N-1Si,03-30-2017,Sample-Routine,Water,,618108958,Silicate,Dissolved,,179.251802906373,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OMM,Mile Marker 14,OMM170330-N-1Si,03-30-2017,Sample-Routine,Water,,618108959,Silicate,Dissolved,,256.492844832534,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1Si,03-30-2017,Sample-Routine,Water,,618108960,Silicate,Dissolved,,59.3953253750337,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OPB,Papalaua,OPB170330-N-1Si,03-30-2017,Sample-Routine,Water,,618108961,Silicate,Dissolved,,69.7622192539603,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OPP,Papalaua Pali,OPP170330-N-1Si,03-30-2017,Sample-Routine,Water,,618108962,Silicate,Dissolved,,65.9028786381786,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RNS,Napili (south end),RNS170328-N-1NN,03-28-2017,Sample-Routine,Water,,618108963,Nitrate,Dissolved,,26.3228927739615,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RPO,Pohaku,RPO170328-N-1NN,03-28-2017,Sample-Routine,Water,,618108964,Nitrate,Dissolved,,94.0898882632153,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RKS,Kaanapali Shores,RKS170328-N-1NN,03-28-2017,Sample-Routine,Water,,618108965,Nitrate,Dissolved,,9.23248032076418,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB170328-N-1NN,03-28-2017,Sample-Routine,Water,,618108966,Nitrate,Dissolved,,19.0808526194758,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB170328-N-1NN,03-28-2017,Sample-Routine,Water,,618108967,Nitrate,Dissolved,,81.1172210265633,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RWA,Wahikuli,RWA170328-N-1NN,03-28-2017,Sample-Routine,Water,,618108968,Nitrate,Dissolved,,37.509237300628,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,PFF,505 Front Street,PFF170329-N-1NN,03-29-2017,Sample-Routine,Water,,618108969,Nitrate,Dissolved,,6.1648191279224,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,PLH,Lindsey Hale,PLH170329-N-1NN,03-29-2017,Sample-Routine,Water,,618108970,Nitrate,Dissolved,,12.0877649694861,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,PLT,Lahaina Town,PLT170329-N-1NN,03-29-2017,Sample-Routine,Water,,618108971,Nitrate,Dissolved,,47.9723217075975,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,PPU,Puamana,PPU170329-N-1NN,03-29-2017,Sample-Routine,Water,,618108972,Nitrate,Dissolved,,2.14382322592058,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,OLP,Launiupoko,OLP170329-N-1NN,03-29-2017,Sample-Routine,Water,,618108973,Nitrate,Dissolved,,2.19101801350276,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,OSF,Olowalu shore front,OSF170329N-1NN,03-29-2017,Sample-Routine,Water,,618108974,Nitrate,Dissolved,,5.67635307644683,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,OPM,Peter Martin Hale,OPM170330-N-1NN,03-30-2017,Sample-Routine,Water,,618108975,Nitrate,Dissolved,,5.51707066835697,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,OCO,Camp Olowalu,OCO170330-N-1NN,03-30-2017,Sample-Routine,Water,,618108976,Nitrate,Dissolved,,3.85699401515375,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,OMM,Mile Marker 14,OMM170330-N-1NN,03-30-2017,Sample-Routine,Water,,618108977,Nitrate,Dissolved,,6.93527403520151,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1NN,03-30-2017,Sample-Routine,Water,,618108978,Nitrate,Dissolved,,3.19626698900321,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
