Organization ID,Monitoring Location ID,Monitoring Location Name,Activity ID,Activity Start Date,Activity Type,Media,Media Subdivision,Result UID,Characteristic,Fraction,Statistic,Value,Unit,Value Type,Detection Condition,Biological Intent,Taxon Name,Status,Last Changed
HUIWAIOLA_WQX,RAB,Airport Beach,RAB170328-N-1P,03-28-2017,Sample-Routine,Water,,618108930,Phosphate-phosphorus,Dissolved,,8.86706344423974,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB170328-N-1P,03-28-2017,Sample-Routine,Water,,618108931,Phosphate-phosphorus,Dissolved,,9.49308746223873,ug/l,Actual,,,,Final,05-23-2017 2:21:51 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1P,03-30-2017,Sample-Routine,Water,,618108942,Phosphate-phosphorus,Dissolved,,5.76785812056575,ug/l,Actual,,,,Final,05-23-2017 2:21:52 AM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB170328-N-1Si,03-28-2017,Sample-Routine,Water,,618108948,Silicate,Dissolved,,303.094156811388,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB170328-N-1Si,03-28-2017,Sample-Routine,Water,,618108949,Silicate,Dissolved,,591.66799095818,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1Si,03-30-2017,Sample-Routine,Water,,618108960,Silicate,Dissolved,,59.3953253750337,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB170328-N-1NN,03-28-2017,Sample-Routine,Water,,618108966,Nitrate,Dissolved,,19.0808526194758,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB170328-N-1NN,03-28-2017,Sample-Routine,Water,,618108967,Nitrate,Dissolved,,81.1172210265633,ug/l,Actual,,,,Final,05-23-2017 2:21:53 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1NN,03-30-2017,Sample-Routine,Water,,618108978,Nitrate,Dissolved,,3.19626698900321,ug/l,Actual,,,,Final,05-23-2017 2:21:54 AM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB170328-N-1NH4,03-28-2017,Sample-Routine,Water,,618108984,Ammonia-nitrogen,Dissolved,,6.92025623496937,ug/l,Actual,,,,Final,05-23-2017 2:21:55 AM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB170328-N-1NH4,03-28-2017,Sample-Routine,Water,,618108985,Ammonia-nitrogen,Dissolved,,7.49494532660023,ug/l,Actual,,,,Final,05-23-2017 2:21:56 AM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB170330-N-1NH4,03-30-2017,Sample-Routine,Water,,618108996,Ammonia-nitrogen,Dissolved,,8.89369920052068,ug/l,Actual,,,,Final,05-23-2017 2:21:58 AM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614T,06-14-2016,Field Msr/Obs,Water,,644389603,"Temperature, water",,,26.8,deg C,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614T,06-14-2016,Field Msr/Obs,Water,,644389604,"Temperature, water",,,27.2,deg C,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616T,06-16-2016,Field Msr/Obs,Water,,644389612,"Temperature, water",,,25.2,deg C,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614DO,06-14-2016,Field Msr/Obs,Water,,644389617,Dissolved oxygen (DO),,,6.72,mg/l,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614DO,06-14-2016,Field Msr/Obs,Water,,644389618,Dissolved oxygen (DO),,,6.78,mg/l,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616DO,06-16-2016,Field Msr/Obs,Water,,644389626,Dissolved oxygen (DO),,,7,mg/l,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614DOp,06-14-2016,Field Msr/Obs,Water,,644389631,Dissolved oxygen (DO),,,101.6,%,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614DOp,06-14-2016,Field Msr/Obs,Water,,644389632,Dissolved oxygen (DO),,,103.5,%,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616DOp,06-16-2016,Field Msr/Obs,Water,,644389640,Dissolved oxygen (DO),,,103.1,%,Actual,,,,Final,08-06-2017 7:32:00 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614pH,06-14-2016,Field Msr/Obs,Water,,644389645,pH,,,8.06,None,Actual,,,,Final,08-06-2017 7:32:01 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614pH,06-14-2016,Field Msr/Obs,Water,,644389646,pH,,,8.06,None,Actual,,,,Final,08-06-2017 7:32:01 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616pH,06-16-2016,Field Msr/Obs,Water,,644389654,pH,,,8.06,None,Actual,,,,Final,08-06-2017 7:32:01 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614S,06-14-2016,Field Msr/Obs,Water,,644389659,Conductivity,,,35,ppt,Actual,,,,Final,08-06-2017 7:32:01 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614S,06-14-2016,Field Msr/Obs,Water,,644389660,Conductivity,,,34.7,ppt,Actual,,,,Final,08-06-2017 7:32:01 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616S,06-16-2016,Field Msr/Obs,Water,,644389668,Conductivity,,,28.1,ppt,Actual,,,,Final,08-06-2017 7:32:01 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614TB,06-14-2016,Field Msr/Obs,Water,,644389673,Turbidity,,,2.62,NTU,Actual,,,,Final,08-06-2017 7:32:02 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614TB,06-14-2016,Field Msr/Obs,Water,,644389674,Turbidity,,,5.86,NTU,Actual,,,,Final,08-06-2017 7:32:02 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616TB,06-16-2016,Field Msr/Obs,Water,,644389682,Turbidity,,,16.87,NTU,Actual,,,,Final,08-06-2017 7:32:02 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614TN,06-14-2016,Sample-Routine,Water,,644389687,Nitrogen,Dissolved,,91.26,ug/l,Actual,,,,Final,08-06-2017 7:32:02 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614TN,06-14-2016,Sample-Routine,Water,,644389688,Nitrogen,Dissolved,,117.22,ug/l,Actual,,,,Final,08-06-2017 7:32:02 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616TN,06-16-2016,Sample-Routine,Water,,644389696,Nitrogen,Dissolved,,63.47,ug/l,Actual,,,,Final,08-06-2017 7:32:02 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614TP,06-14-2016,Sample-Routine,Water,,644389701,Phosphorus,Dissolved,,10.73,ug/l,Actual,,,,Final,08-06-2017 7:32:02 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614TP,06-14-2016,Sample-Routine,Water,,644389702,Phosphorus,Dissolved,,16.68,ug/l,Actual,,,,Final,08-06-2017 7:32:02 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616TP,06-16-2016,Sample-Routine,Water,,644389710,Phosphorus,Dissolved,,16.77,ug/l,Actual,,,,Final,08-06-2017 7:32:03 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614PO4,06-14-2016,Sample-Routine,Water,,644389715,Phosphate-phosphorus,Dissolved,,8.46,ug/l,Actual,,,,Final,08-06-2017 7:32:03 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614PO4,06-14-2016,Sample-Routine,Water,,644389716,Phosphate-phosphorus,Dissolved,,9.4,ug/l,Actual,,,,Final,08-06-2017 7:32:03 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616PO4,06-16-2016,Sample-Routine,Water,,644389724,Phosphate-phosphorus,Dissolved,,6.34,ug/l,Actual,,,,Final,08-06-2017 7:32:03 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614Si,06-14-2016,Sample-Routine,Water,,644389729,Silicate,Dissolved,,604.37,ug/l,Actual,,,,Final,08-06-2017 7:32:03 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614Si,06-14-2016,Sample-Routine,Water,,644389730,Silicate,Dissolved,,576.28,ug/l,Actual,,,,Final,08-06-2017 7:32:03 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616Si,06-16-2016,Sample-Routine,Water,,644389738,Silicate,Dissolved,,112.01,ug/l,Actual,,,,Final,08-06-2017 7:32:03 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614NNN,06-14-2016,Sample-Routine,Water,,644389743,Nitrate,Dissolved,,24.72,ug/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614NNN,06-14-2016,Sample-Routine,Water,,644389744,Nitrate,Dissolved,,49.04,ug/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616NNN,06-16-2016,Sample-Routine,Water,,644389752,Nitrate,Dissolved,,2.64,ug/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160614NH4,06-14-2016,Sample-Routine,Water,,644389757,Ammonia-nitrogen,Dissolved,,1.88,ug/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160614NH4,06-14-2016,Sample-Routine,Water,,644389758,Ammonia-nitrogen,Dissolved,,2.27,ug/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160616NH4,06-16-2016,Sample-Routine,Water,,644389766,Ammonia-nitrogen,Dissolved,,1.79,ug/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628T,06-28-2016,Field Msr/Obs,Water,,644389771,"Temperature, water",,,26.4,deg C,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628T,06-28-2016,Field Msr/Obs,Water,,644389772,"Temperature, water",,,26.2,deg C,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630T,06-30-2016,Field Msr/Obs,Water,,644389781,"Temperature, water",,,26.9,deg C,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628DO,06-28-2016,Field Msr/Obs,Water,,644389786,Dissolved oxygen (DO),,,6.59,mg/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628DO,06-28-2016,Field Msr/Obs,Water,,644389787,Dissolved oxygen (DO),,,6.81,mg/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630DO,06-30-2016,Field Msr/Obs,Water,,644389796,Dissolved oxygen (DO),,,6.81,mg/l,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628DOp,06-28-2016,Field Msr/Obs,Water,,644389801,Dissolved oxygen (DO),,,99.3,%,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628DOp,06-28-2016,Field Msr/Obs,Water,,644389802,Dissolved oxygen (DO),,,103,%,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630DOp,06-30-2016,Field Msr/Obs,Water,,644389811,Dissolved oxygen (DO),,,103.4,%,Actual,,,,Final,08-06-2017 7:32:04 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628pH,06-28-2016,Field Msr/Obs,Water,,644389816,pH,,,8.1,None,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628pH,06-28-2016,Field Msr/Obs,Water,,644389817,pH,,,8.09,None,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630pH,06-30-2016,Field Msr/Obs,Water,,644389826,pH,,,8.05,None,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628S,06-28-2016,Field Msr/Obs,Water,,644389831,Conductivity,,,27.6,ppt,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628S,06-28-2016,Field Msr/Obs,Water,,644389832,Conductivity,,,28.2,ppt,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630S,06-30-2016,Field Msr/Obs,Water,,644389841,Conductivity,,,29.7,ppt,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628TB,06-28-2016,Field Msr/Obs,Water,,644389846,Turbidity,,,1.77,NTU,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628TB,06-28-2016,Field Msr/Obs,Water,,644389847,Turbidity,,,3.44,NTU,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630TB,06-30-2016,Field Msr/Obs,Water,,644389856,Turbidity,,,10.6,NTU,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628TN,06-28-2016,Sample-Routine,Water,,644389861,Nitrogen,Dissolved,,90.93,ug/l,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628TN,06-28-2016,Sample-Routine,Water,,644389862,Nitrogen,Dissolved,,121.25,ug/l,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630TN,06-30-2016,Sample-Routine,Water,,644389871,Nitrogen,Dissolved,,76.47,ug/l,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628TP,06-28-2016,Sample-Routine,Water,,644389876,Phosphorus,Dissolved,,16.97,ug/l,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628TP,06-28-2016,Sample-Routine,Water,,644389877,Phosphorus,Dissolved,,18.89,ug/l,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630TP,06-30-2016,Sample-Routine,Water,,644389886,Phosphorus,Dissolved,,12.3,ug/l,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628PO4,06-28-2016,Sample-Routine,Water,,644389891,Phosphate-phosphorus,Dissolved,,8.28,ug/l,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628PO4,06-28-2016,Sample-Routine,Water,,644389892,Phosphate-phosphorus,Dissolved,,9.13,ug/l,Actual,,,,Final,08-06-2017 7:32:05 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630PO4,06-30-2016,Sample-Routine,Water,,644389901,Phosphate-phosphorus,Dissolved,,4.05,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628Si,06-28-2016,Sample-Routine,Water,,644389906,Silicate,Dissolved,,510.71,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628Si,06-28-2016,Sample-Routine,Water,,644389907,Silicate,Dissolved,,649.57,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630Si,06-30-2016,Sample-Routine,Water,,644389916,Silicate,Dissolved,,113.15,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628NNN,06-28-2016,Sample-Routine,Water,,644389921,Nitrate,Dissolved,,26.44,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628NNN,06-28-2016,Sample-Routine,Water,,644389922,Nitrate,Dissolved,,57.28,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630NNN,06-30-2016,Sample-Routine,Water,,644389931,Nitrate,Dissolved,,0.12,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160628NH4,06-28-2016,Sample-Routine,Water,,644389936,Ammonia-nitrogen,Dissolved,,2.59,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160628NH4,06-28-2016,Sample-Routine,Water,,644389937,Ammonia-nitrogen,Dissolved,,3.2,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160630NH4,06-30-2016,Sample-Routine,Water,,644389946,Ammonia-nitrogen,Dissolved,,2.92,ug/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712T,07-12-2016,Field Msr/Obs,Water,,644389951,"Temperature, water",,,27,deg C,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712T,07-12-2016,Field Msr/Obs,Water,,644389952,"Temperature, water",,,27.2,deg C,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714T,07-14-2016,Field Msr/Obs,Water,,644389962,"Temperature, water",,,27.8,deg C,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712DO,07-12-2016,Field Msr/Obs,Water,,644389967,Dissolved oxygen (DO),,,6.46,mg/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712DO,07-12-2016,Field Msr/Obs,Water,,644389968,Dissolved oxygen (DO),,,6.79,mg/l,Actual,,,,Final,08-06-2017 7:32:06 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714DO,07-14-2016,Field Msr/Obs,Water,,644389978,Dissolved oxygen (DO),,,6.05,mg/l,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712DOp,07-12-2016,Field Msr/Obs,Water,,644389983,Dissolved oxygen (DO),,,99.5,%,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712DOp,07-12-2016,Field Msr/Obs,Water,,644389984,Dissolved oxygen (DO),,,104,%,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714DOp,07-14-2016,Field Msr/Obs,Water,,644389994,Dissolved oxygen (DO),,,103.9,%,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712pH,07-12-2016,Field Msr/Obs,Water,,644389999,pH,,,8.09,None,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712pH,07-12-2016,Field Msr/Obs,Water,,644390000,pH,,,8.12,None,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714pH,07-14-2016,Field Msr/Obs,Water,,644390010,pH,,,8.09,None,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712S,07-12-2016,Field Msr/Obs,Water,,644390015,Conductivity,,,36.3,ppt,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712S,07-12-2016,Field Msr/Obs,Water,,644390016,Conductivity,,,35,ppt,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714S,07-14-2016,Field Msr/Obs,Water,,644390026,Conductivity,,,37.2,ppt,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712TB,07-12-2016,Field Msr/Obs,Water,,644390031,Turbidity,,,0.94,NTU,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712TB,07-12-2016,Field Msr/Obs,Water,,644390032,Turbidity,,,2.43,NTU,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714TB,07-14-2016,Field Msr/Obs,Water,,644390042,Turbidity,,,4.15,NTU,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712TN,07-12-2016,Sample-Routine,Water,,644390047,Nitrogen,Dissolved,,79.38,ug/l,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712TN,07-12-2016,Sample-Routine,Water,,644390048,Nitrogen,Dissolved,,122.69,ug/l,Actual,,,,Final,08-06-2017 7:32:07 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714TN,07-14-2016,Sample-Routine,Water,,644390058,Nitrogen,Dissolved,,77.7,ug/l,Actual,,,,Final,08-06-2017 7:32:08 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712TP,07-12-2016,Sample-Routine,Water,,644390063,Phosphorus,Dissolved,,16.45,ug/l,Actual,,,,Final,08-06-2017 7:32:08 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712TP,07-12-2016,Sample-Routine,Water,,644390064,Phosphorus,Dissolved,,18.54,ug/l,Actual,,,,Final,08-06-2017 7:32:08 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714TP,07-14-2016,Sample-Routine,Water,,644390074,Phosphorus,Dissolved,,11.77,ug/l,Actual,,,,Final,08-06-2017 7:32:08 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712PO4,07-12-2016,Sample-Routine,Water,,644390079,Phosphate-phosphorus,Dissolved,,7.04,ug/l,Actual,,,,Final,08-06-2017 7:32:08 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712PO4,07-12-2016,Sample-Routine,Water,,644390080,Phosphate-phosphorus,Dissolved,,8.49,ug/l,Actual,,,,Final,08-06-2017 7:32:08 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714PO4,07-14-2016,Sample-Routine,Water,,644390090,Phosphate-phosphorus,Dissolved,,4.37,ug/l,Actual,,,,Final,08-06-2017 7:32:08 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712Si,07-12-2016,Sample-Routine,Water,,644390095,Silicate,Dissolved,,331.03,ug/l,Actual,,,,Final,08-06-2017 7:32:08 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712Si,07-12-2016,Sample-Routine,Water,,644390096,Silicate,Dissolved,,620.86,ug/l,Actual,,,,Final,08-06-2017 7:32:09 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714Si,07-14-2016,Sample-Routine,Water,,644390106,Silicate,Dissolved,,74.21,ug/l,Actual,,,,Final,08-06-2017 7:32:09 PM
HUIWAIOLA_WQX,RAB,Airport Beach,RAB160712NNN,07-12-2016,Sample-Routine,Water,,644390111,Nitrate,Dissolved,,15.44,ug/l,Actual,,,,Final,08-06-2017 7:32:11 PM
HUIWAIOLA_WQX,RCB,Canoe Beach,RCB160712NNN,07-12-2016,Sample-Routine,Water,,644390112,Nitrate,Dissolved,,55.72,ug/l,Actual,,,,Final,08-06-2017 7:32:11 PM
HUIWAIOLA_WQX,OUB,Ukumehame Beach,OUB160714NNN,07-14-2016,Sample-Routine,Water,,644390122,Nitrate,Dissolved,,1.87,ug/l,Actual,,,,Final,08-06-2017 7:32:11 PM
