OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO161215DO,2016-12-15,08:25:00,HAST,HUIWAIOLA_WQX-OCO,STORET-644392138,,,,Dissolved oxygen (DO),,6.08,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8157,HACH,Dissolved Oxygen in Water,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP161116Si,2016-11-16,10:15:00,HAST,HUIWAIOLA_WQX-OLP,STORET-644391864,,,as Si,Silicate,Dissolved,165.01,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,USEPA,Silicate by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4661/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLT161130S,2016-11-30,08:24:00,HAST,HUIWAIOLA_WQX-PLT,STORET-644391980,,,,Conductivity,,34,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPB170217S,2017-02-17,08:50:00,HAST,HUIWAIOLA_WQX-OPB,STORET-644392786,,,,Conductivity,,35.3,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO161117NNN,2016-11-17,08:05:00,HAST,HUIWAIOLA_WQX-OCO,STORET-644391883,,,as NO3,Nitrate,Dissolved,6.76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PPU161214pH,2016-12-14,09:35:00,HAST,HUIWAIOLA_WQX-PPU,STORET-644392168,,,,pH,,8.08,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8156,HACH,pH in Water,https://www.nemi.gov/methods/method_summary/4724,,https://www.nemi.gov/methods/method_summary/4724/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RAB161129pH,2016-11-29,07:41:00,HAST,HUIWAIOLA_WQX-RAB,STORET-644391958,,,,pH,,8.14,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8156,HACH,pH in Water,https://www.nemi.gov/methods/method_summary/4724,,https://www.nemi.gov/methods/method_summary/4724/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLT161214NNN,2016-12-14,09:18:00,HAST,HUIWAIOLA_WQX-PLT,STORET-644392286,,,as NO3,Nitrate,Dissolved,45.98,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP161214S,2016-12-14,09:54:00,HAST,HUIWAIOLA_WQX-OLP,STORET-644392186,,,,Conductivity,,34.6,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RKS170103NNN,2017-01-03,09:10:00,HAST,HUIWAIOLA_WQX-RKS,STORET-644392467,,,as NO3,Nitrate,Dissolved,11.97,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RWA161101NNN,2016-11-01,08:55:00,HAST,HUIWAIOLA_WQX-RWA,STORET-644391671,,,as NO3,Nitrate,Dissolved,14.07,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPB161201TP,2016-12-01,07:15:00,HAST,HUIWAIOLA_WQX-OPB,STORET-644392039,,,as P,Phosphorus,Dissolved,5.93,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPM161215T,2016-12-15,08:05:00,HAST,HUIWAIOLA_WQX-OPM,STORET-644392120,,,,"Temperature, water",,23.4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,https://www.nemi.gov/methods/method_summary/9829,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OSF160810NH4,2016-08-10,08:56:00,HAST,HUIWAIOLA_WQX-OSF,STORET-644390517,,,as NH4,Ammonia-nitrogen,Dissolved,3.61,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RWA160809NNN,2016-08-09,08:52:00,HAST,HUIWAIOLA_WQX-RWA,STORET-644390497,,,as NO3,Nitrate,Dissolved,7.89,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RAB160823PO4,2016-08-23,08:08:00,HAST,HUIWAIOLA_WQX-RAB,STORET-644390663,,,as PO4,Phosphate-phosphorus,Dissolved,7.32,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLT160907TP,2016-09-07,08:46:00,HAST,HUIWAIOLA_WQX-PLT,STORET-644390834,,,as P,Phosphorus,Dissolved,11.37,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP160824NNN,2016-08-24,10:00:00,HAST,HUIWAIOLA_WQX-OLP,STORET-644390705,,,as NO3,Nitrate,Dissolved,2.59,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PFF160713DOp,2016-07-13,07:35:00,HAST,HUIWAIOLA_WQX-PFF,STORET-644389986,,,,Dissolved oxygen (DO),,90.6,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8157,HACH,Dissolved Oxygen in Water,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PFF160824NNN,2016-08-24,07:32:00,HAST,HUIWAIOLA_WQX-PFF,STORET-644390700,,,as NO3,Nitrate,Dissolved,4.31,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RPO160906TP,2016-09-06,07:21:00,HAST,HUIWAIOLA_WQX-RPO,STORET-644390827,,,as P,Phosphorus,Dissolved,18.44,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RCB160823NH4,2016-08-23,08:28:00,HAST,HUIWAIOLA_WQX-RCB,STORET-644390715,,,as NH4,Ammonia-nitrogen,Dissolved,2.08,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RKS160628TN,2016-06-28,07:54:00,HAST,HUIWAIOLA_WQX-RKS,STORET-644389860,,,as N,Nitrogen,Dissolved,75.12,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP160811DOp,2016-08-11,09:40:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644390380,,,,Dissolved oxygen (DO),,109.9,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8157,HACH,Dissolved Oxygen in Water,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PFF160810S,2016-08-10,07:26:00,HAST,HUIWAIOLA_WQX-PFF,STORET-644390402,,,,Conductivity,,34.6,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,HACH,Conductivity in Water by Direct Measurement,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPM160714NH4,2016-07-13,07:38:00,HAST,HUIWAIOLA_WQX-OPM,STORET-644390135,,,as NH4,Ammonia-nitrogen,Dissolved,2.21,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OLP160810T,2016-08-10,08:56:00,HAST,HUIWAIOLA_WQX-OLP,STORET-644390341,,,,"Temperature, water",,28.2,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,https://www.nemi.gov/methods/method_summary/9829,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RKS161018DO,2016-10-18,08:02:00,HAST,HUIWAIOLA_WQX-RKS,STORET-644391311,,,,Dissolved oxygen (DO),,6.31,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8157,HACH,Dissolved Oxygen in Water,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP161006NH4,2016-10-06,09:22:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644391292,,,as NH4,Ammonia-nitrogen,Dissolved,7.04,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1,USEPA,Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405,,https://www.nemi.gov/methods/method_summary/5405/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP161020Si,2016-10-20,09:10:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644391462,,,as Si,Silicate,Dissolved,185.87,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,USEPA,Silicate by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4661/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OPP161006TN,2016-10-06,09:22:00,HAST,HUIWAIOLA_WQX-OPP,STORET-644391207,,,as N,Nitrogen,Dissolved,55.67,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OMM161103TN,2016-11-03,08:00:00,HAST,HUIWAIOLA_WQX-OMM,STORET-644391612,,,as N,Nitrogen,Dissolved,57.79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RPO160920PO4,2016-09-20,07:15:00,HAST,HUIWAIOLA_WQX-RPO,STORET-644391025,,,as PO4,Phosphate-phosphorus,Dissolved,11.33,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OSF161005TP,2016-10-05,10:00:00,HAST,HUIWAIOLA_WQX-OSF,STORET-644391217,,,as P,Phosphorus,Dissolved,8.94,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-RKS161018Si,2016-10-18,08:02:00,HAST,HUIWAIOLA_WQX-RKS,STORET-644391447,,,as Si,Silicate,Dissolved,368.37,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,USEPA,Silicate by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4661/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OUB160922NNN,2016-09-22,08:50:00,HAST,HUIWAIOLA_WQX-OUB,STORET-644391070,,,as NO3,Nitrate,Dissolved,4.86,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3,USEPA,Nitrate-Nitrite Nitrogen by Cd Reduction,https://www.nemi.gov/methods/method_summary/5251,,https://www.nemi.gov/methods/method_summary/5251/,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-PLT161005TP,2016-10-05,09:10:00,HAST,HUIWAIOLA_WQX-PLT,STORET-644391215,,,as P,Phosphorus,Dissolved,12.27,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823,,https://www.nemi.gov/methods/method_summary/4823/,,,,,,,,,,,,,,,,STORET
