OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,BinaryObjectFileName,BinaryObjectFileTypeCode,ActivityFileUrl,ActivityMetricUrl,ActivityGroupUrl,ProviderName
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160615TB,Field Msr/Obs,Water,,2016-06-16,07:45:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160615pH,Field Msr/Obs,Water,,2016-06-16,07:45:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630DO,Field Msr/Obs,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630DOp,Field Msr/Obs,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630NH4,Sample-Routine,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630NNN,Sample-Routine,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630PO4,Sample-Routine,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630S,Field Msr/Obs,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630Si,Sample-Routine,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630T,Field Msr/Obs,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630TB,Field Msr/Obs,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630TN,Sample-Routine,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630TP,Sample-Routine,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160630pH,Field Msr/Obs,Water,,2016-06-30,07:33:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714DO,Field Msr/Obs,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714DOp,Field Msr/Obs,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714NH4,Sample-Routine,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714NNN,Sample-Routine,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714PO4,Sample-Routine,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714S,Field Msr/Obs,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714Si,Sample-Routine,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714T,Field Msr/Obs,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714TB,Field Msr/Obs,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714TN,Sample-Routine,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714TP,Sample-Routine,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160714pH,Field Msr/Obs,Water,,2016-07-14,08:12:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728DO,Field Msr/Obs,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728DOp,Field Msr/Obs,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728NH4,Sample-Routine,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728NNN,Sample-Routine,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728PO4,Sample-Routine,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728S,Field Msr/Obs,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728Si,Sample-Routine,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728T,Field Msr/Obs,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728TB,Field Msr/Obs,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728TN,Sample-Routine,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728TP,Sample-Routine,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160728pH,Field Msr/Obs,Water,,2016-07-28,07:55:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160811DO,Field Msr/Obs,Water,,2016-08-11,08:00:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160811DOp,Field Msr/Obs,Water,,2016-08-11,08:00:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160811NH4,Sample-Routine,Water,,2016-08-11,09:40:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160811NNN,Sample-Routine,Water,,2016-08-11,09:40:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160811PO4,Sample-Routine,Water,,2016-08-11,09:40:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160811S,Field Msr/Obs,Water,,2016-08-11,08:00:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
HUIWAIOLA_WQX,The Nature Conservancy - Honolulu,HUIWAIOLA_WQX-OCO160811Si,Sample-Routine,Water,,2016-08-11,09:40:00,HAST,,,,,,,,,,,,HUI_PCHEM,,HUIWAIOLA_WQX-OCO,,,,,20.80986,-156.61369,,,,,,,,,,,,,,,,,,,,,,,,,,1002,HUIWAIOLA_WQX,Knee Deep Grab Sample,,,Water Bottle,,,,,,,,,,,,,,,,,STORET
